T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
37.1,42.5,30,25,0,3.7,11.7,18.3,65.16666666666667
37.6,42.9,32,21,0,3.2,10.7,16.5,67.08333333333333
37.6,44.9,30,22,0,3.1,11.7,24.1,77.66666666666667
36.5,45.2,31.1,22,0,2.6,13.3,33.5,70.25
36.9,44.6,29.8,22,0,2.6,13.7,27.8,75.125
34.6,41.2,30,39,0,2.6,17.8,29.4,77.0
34.8,40.4,29.1,38,0,2.6,19.1,29.4,32.958333333333336
35,39.8,30,36,0,2.7,21.1,35.2,40.833333333333336
35.3,42,29.6,43,0,2.9,12.4,24.1,90.70833333333333
33.4,41.2,29,50,0,3.4,11.7,37,97.29166666666667
31.1,39,27,65,0.25,3.2,7.6,22.2,43.666666666666664
33.7,38.2,28.9,51,0,3.9,13.1,22.2,43.666666666666664
30.1,34,26,77,0,3.9,8.5,14.8,37.625
30.7,34.2,25.6,67,0,5.6,17,25.9,36.0
31.4,36,25,61,0,5,15.2,24.1,70.58333333333333
32.1,36.6,26.5,55,0,6.1,12.8,18.3,52.458333333333336
30.2,34.7,26,68,0,4.5,6.9,25.9,38.25
29.4,35,26,74,0,5.1,9.3,25.9,26.583333333333332
29.3,33.5,25.4,82,0,4.7,10.6,18.3,35.375
28.3,33,24,74,0,5.6,15.7,25.9,18.0
28.3,32.1,25,77,0,4.3,16.3,25.9,46.041666666666664
27.4,31,23.2,83,0,4.7,8,13,64.91666666666667
28.9,33,23,78,0,4.5,4.8,9.4,30.666666666666668
28.9,33,25,80,0,4.7,10.6,18.3,31.75
26.1,34.2,23.2,87,7.87,4,8.1,16.5,30.625
28.2,33.4,24.1,77,0.76,5.3,12.8,22.2,30.333333333333332
28,34.4,23.4,75,0,5.6,15.6,22.2,31.75
27.6,32.4,23.4,67,0,5,12.8,20.6,0.0
28.4,33.2,24,64,0,5.3,11.3,14.8,0.0
28.2,34.1,23.9,63,0,5.3,11.9,18.3,0.0
29.7,34.6,25,57,0,5.3,5.7,14.8,83.45833333333333
30.1,35,23.6,59,0,5.8,7,18.3,71.66666666666667
30.4,35,24.1,56,0,4.8,6.7,16.5,65.625
31.6,37,24.3,50,0,5.3,6.7,13,62.375
32,37,27,50,0,5.8,8,14.8,24.875
31.8,38,26,49,0,5.3,10,18.3,37.333333333333336
28.9,34.7,22.1,65,0,5.3,4.8,11.1,41.5
29.6,35,22.8,60,0,5.1,3.5,9.4,38.791666666666664
30.9,36,23.4,53,0,5.6,6.1,14.8,48.916666666666664
30.7,36,25.2,62,0,4.2,6.9,18.3,26.666666666666668
31.1,36,26,61,0,5.3,8.7,18.3,29.0
28.6,34,22.6,71,0,3.5,3.3,11.1,60.541666666666664
29.4,34.6,22.4,56,0,4.8,5.7,13,41.583333333333336
29.7,35,24.6,45,0,5.3,10,20.6,50.916666666666664
28.2,34.8,22.4,38,0,5.6,7.2,16.5,82.83333333333333
28.6,34.7,23.2,36,0,5.5,8.1,18.3,95.25
27.9,35,20.5,31,0,5.3,4.6,13,115.83333333333333
28.3,35.1,20,28,0,5,7,14.8,136.70833333333334
28.3,35.3,22.4,28,0,4.8,8.9,18.3,160.66666666666666
27.8,34.6,21.4,31,0,4.7,7.4,18.3,173.58333333333334
27.7,33.4,19,30,0,4.8,7.8,14.8,272.4166666666667
26.4,34,17.1,23,0,5,4.4,13,226.29166666666666
24.6,34,15.5,32,0,3.4,4.4,13,99.70833333333333
23.2,32.8,15.3,37,0,1.9,2.6,9.4,217.375
23.2,31.6,14.7,41,0,2.3,3.5,13,309.375
23.1,31,14.7,44,0,1.6,4.3,11.1,166.91666666666666
24.3,33,17,24,0,3.5,7.4,16.5,278.0
22.1,31,13.2,31,0,1.8,4.6,14.8,192.33333333333334
23.8,31.2,12.2,23,0,3.2,5.9,13,235.33333333333334
22.7,30.7,13.9,32,0,2.7,5.2,13,221.54166666666666
20.8,30,12.5,38,0,2.6,2.4,11.1,210.54166666666666
20.4,28.8,12.7,39,0,2.7,3.1,13,251.20833333333334
21.4,30.4,11,33,0,2.7,3.1,11.1,194.70833333333334
21.9,31.6,12,33,0,2.7,3.5,13,250.875
22,31.6,12.4,33,0,3.2,5.2,13,274.875
23.8,30,16.9,24,0,3.4,8,13,160.0
23.2,30.7,16,29,0,3.2,8.1,14.8,217.91666666666666
21.7,30.4,14.5,32,0,3.7,5.2,13,184.20833333333334
20.5,29.6,12.8,51,0,2.3,3.9,16.5,176.375
20.1,27,13,53,0,1.9,4.1,11.1,185.95833333333334
18.4,28,11.4,40,0,2.6,2.4,9.4,195.375
20.1,29.7,11.2,43,0,2.6,3.1,9.4,365.2916666666667
20.1,29.4,11.6,53,0,2.4,4.1,9.4,312.2083333333333
20.2,29.4,11.6,49,0,2.7,3,11.1,237.625
20.6,27.9,15.7,53,0,3.2,3.5,14.8,202.875
19.8,26.1,13,53,0,2.4,3.7,13,260.1666666666667
18.3,26.7,11.2,42,0,2.6,4.1,16.5,403.9583333333333
17.1,26.2,9.5,42,0,2.9,3.9,11.1,284.1666666666667
19.1,26,8.5,34,0,2.6,5.6,13,288.4166666666667
19.9,27,11,29,0,3.4,8.3,14.8,256.8333333333333
18.2,28.1,13,40,0,2.4,12.4,24.1,169.0
17.5,25,10,48,0,2.9,4.6,14.8,186.04166666666666
17.1,25.6,9.3,50,0,2.9,3,11.1,185.58333333333334
